trial,tau_scaler,theta_scaler,prob_succ_no_ai,prob_succ_other_decision,ai_count,human_count,prob_other_decision
6,2.0,3.0,0.0,0.0,5,16,0.35663485430559816
6,0.6,4.0,0.0,0.0,5,16,0.5793242521487495
6,0.8,4.0,0.0,0.0,5,16,0.6240247388269247
6,1.0,4.0,0.0,0.0,5,16,0.6487008049890769
6,1.2,4.0,0.0,0.0,5,16,0.6364525402815664
6,1.4,4.0,0.0,0.0,5,16,0.5597136492671929
6,1.6,4.0,0.0,0.0,5,16,0.4567748355181423
6,1.8,4.0,0.0,0.0,5,16,0.37285223368680437
6,2.0,4.0,0.0,0.0,5,16,0.31288484846107845
6,0.6,5.0,0.0,0.0,5,16,0.598687660112452
6,0.8,5.0,0.0,0.0,5,16,0.6532449007182834
6,1.0,5.0,0.0,0.0,5,16,0.6827993860934125
6,1.2,5.0,0.0,0.0,5,16,0.6681877721681662
6,1.4,5.0,0.0,0.0,5,16,0.5744425168116589
6,1.6,5.0,0.0,0.0,5,16,0.44604424528039305
6,1.8,5.0,0.0,0.0,5,16,0.3429895373265013
6,2.0,5.0,0.0,0.0,5,16,0.27223087840063315
6,0.6,6.0,0.0,0.0,5,16,0.617747874769249
6,0.8,6.0,0.0,0.0,5,16,0.6813537337890255
6,1.0,6.0,0.0,0.0,5,16,0.7150421057009897
6,1.2,6.0,0.0,0.0,5,16,0.6984652160025387
6,1.4,6.0,0.0,0.0,5,16,0.5890404340586652
6,1.6,6.0,0.0,0.0,5,16,0.43536370819697073
6,1.8,6.0,0.0,0.0,5,16,0.3143198860617461
6,2.0,6.0,0.0,0.0,5,16,0.2350521962362352
6,0.6,7.0,0.0,0.0,5,16,0.6364525402815663
6,0.8,7.0,0.0,0.0,5,16,0.7082018109108575
6,1.0,7.0,0.0,0.0,5,16,0.745230306652088
6,1.2,7.0,0.0,0.0,5,16,0.7271082163411295
6,1.4,7.0,0.0,0.0,5,16,0.6034832498647262
6,1.6,7.0,0.0,0.0,5,16,0.42474282505435745
6,1.8,7.0,0.0,0.0,5,16,0.2869998372477183
6,2.0,7.0,0.0,0.0,5,16,0.20154488127275008
6,0.6,8.0,0.0,0.0,5,16,0.6547534606063192
6,0.8,8.0,0.0,0.0,5,16,0.7336719810356636
6,1.0,8.0,0.0,0.0,5,16,0.7732346305333879
6,1.2,8.0,0.0,0.0,5,16,0.753988716448948
6,1.4,8.0,0.0,0.0,5,16,0.617747874769249
6,1.6,8.0,0.0,0.0,5,16,0.41419097843501507
6,1.8,8.0,0.0,0.0,5,16,0.261149993915751
6,2.0,8.0,0.0,0.0,5,16,0.17174171778734698
7,0.6,1.0,0.006666666666666667,0.07333333333333333,4,17,0.5116645498437119
7,0.8,1.0,0.01,0.23,4,17,0.5316243949817686
7,1.0,1.0,0.013333333333333334,0.44333333333333336,4,17,0.5514835536611826
7,1.2,1.0,0.01,0.6666666666666666,4,17,0.5638167088132781
7,1.4,1.0,0.016666666666666666,0.8266666666666667,4,17,0.5662743941954392
7,1.6,1.0,0.013333333333333334,0.9133333333333333,4,17,0.5719961329315186
7,1.8,1.0,0.01,0.97,4,17,0.5728119915700138
7,2.0,1.0,0.0033333333333333335,0.9866666666666667,4,17,0.5719961329315186
7,0.6,2.0,0.006666666666666667,0.07333333333333333,4,17,0.5233164098038501
7,0.8,2.0,0.01,0.23,4,17,0.5629967770624005
7,1.0,2.0,0.013333333333333334,0.44333333333333336,4,17,0.6018868796800566
7,1.2,2.0,0.01,0.6666666666666666,4,17,0.6255875599432235
7,1.4,2.0,0.016666666666666666,0.8266666666666667,4,17,0.6302602229177513
7,1.6,2.0,0.013333333333333334,0.9133333333333333,4,17,0.641067406334817
7,1.8,2.0,0.01,0.97,4,17,0.6425999592827029
7,2.0,2.0,0.0033333333333333335,0.9866666666666667,4,17,0.6410674063348171
7,0.6,3.0,0.006666666666666667,0.07333333333333333,4,17,0.5349429451582145
7,0.8,3.0,0.01,0.23,4,17,0.5938731029341427
7,1.0,3.0,0.013333333333333334,0.44333333333333336,4,17,0.6502185485738271
7,1.2,3.0,0.01,0.6666666666666666,4,17,0.6835208937363156
7,1.4,3.0,0.016666666666666666,0.8266666666666667,4,17,0.6899744811276125
7,1.6,3.0,0.013333333333333334,0.9133333333333333,4,17,0.704745697998091
7,1.8,3.0,0.01,0.97,4,17,0.7068222210935676
7,2.0,3.0,0.0033333333333333335,0.9866666666666667,4,17,0.7047456979980911
7,0.6,4.0,0.006666666666666667,0.07333333333333333,4,17,0.5465316309986
7,0.8,4.0,0.01,0.23,4,17,0.6240247388269247
7,1.0,4.0,0.013333333333333334,0.44333333333333336,4,17,0.6956496530565213
7,1.2,4.0,0.01,0.6666666666666666,4,17,0.7362691494896231
7,1.4,4.0,0.016666666666666666,0.8266666666666667,4,17,0.743962491324758
7,1.6,4.0,0.013333333333333334,0.9133333333333333,4,17,0.7613327148429104
7,1.8,4.0,0.01,0.97,4,17,0.7637470028054563
7,2.0,4.0,0.0033333333333333335,0.9866666666666667,4,17,0.7613327148429104
7,0.6,5.0,0.006666666666666667,0.07333333333333333,4,17,0.5580701058739532
7,0.8,5.0,0.01,0.23,4,17,0.6532449007182833
7,1.0,5.0,0.013333333333333334,0.44333333333333336,4,17,0.7375616214876249
7,1.2,5.0,0.01,0.6666666666666666,4,17,0.7830166492671986
7,1.4,5.0,0.016666666666666666,0.8266666666666667,4,17,0.7913914726739552
7,1.6,5.0,0.013333333333333334,0.9133333333333333,4,17,0.809998433984687
7,1.8,5.0,0.01,0.97,4,17,0.8125502070042587
7,2.0,5.0,0.0033333333333333335,0.9866666666666667,4,17,0.809998433984687
7,0.6,6.0,0.006666666666666667,0.07333333333333333,4,17,0.569546223939229
7,0.8,6.0,0.01,0.23,4,17,0.6813537337890255
7,1.0,6.0,0.013333333333333334,0.44333333333333336,4,17,0.7755640142690734
7,1.2,6.0,0.01,0.6666666666666666,4,17,0.8234647252208833
7,1.4,6.0,0.016666666666666666,0.8266666666666667,4,17,0.8320183851339245
7,1.6,6.0,0.013333333333333334,0.9133333333333333,4,17,0.8506870654691562
7,1.8,6.0,0.01,0.97,4,17,0.8532096601986177
7,2.0,6.0,0.0033333333333333335,0.9866666666666667,4,17,0.8506870654691563
7,0.6,7.0,0.006666666666666667,0.07333333333333333,4,17,0.5809481051484585
7,0.8,7.0,0.01,0.23,4,17,0.7082018109108575
7,1.0,7.0,0.013333333333333334,0.44333333333333336,4,17,0.8094849005752482
7,1.2,7.0,0.01,0.6666666666666666,4,17,0.8577426860157893
7,1.4,7.0,0.016666666666666666,0.8266666666666667,4,17,0.8660721116759263
7,1.6,7.0,0.013333333333333334,0.9133333333333333,4,17,0.8839110779310051
7,1.8,7.0,0.01,0.97,4,17,0.8862840004416773
7,2.0,7.0,0.0033333333333333335,0.9866666666666667,4,17,0.8839110779310052
7,0.6,8.0,0.006666666666666667,0.07333333333333333,4,17,0.5922641830607914
7,0.8,8.0,0.01,0.23,4,17,0.7336719810356634
7,1.0,8.0,0.013333333333333334,0.44333333333333336,4,17,0.8393410511891167
7,1.2,8.0,0.01,0.6666666666666666,4,17,0.8862840004416773
7,1.4,8.0,0.016666666666666666,0.8266666666666667,4,17,0.8941010377640821
7,1.6,8.0,0.013333333333333334,0.9133333333333333,4,17,0.9105199406664386
7,1.8,8.0,0.01,0.97,4,17,0.9126689115327974
7,2.0,8.0,0.0033333333333333335,0.9866666666666667,4,17,0.9105199406664386
8,0.6,1.0,0.0,0.0,4,17,0.5199893401555817
8,0.8,1.0,0.0,0.0,4,17,0.5390867524663957
8,1.0,1.0,0.0,0.0,4,17,0.5531319780689513
8,1.2,1.0,0.0,0.0,4,17,0.5662743941954392
8,1.4,1.0,0.0,0.0,4,17,0.5679110497092322
8,1.6,1.0,0.0,0.0,4,17,0.5752571749456424
8,1.8,1.0,0.0,0.0,4,17,0.5719961329315186
8,2.0,1.0,0.0,0.0,4,17,0.5687288241300607
8,0.6,2.0,0.0,0.0,4,17,0.5399148845555657
8,0.8,2.0,0.0,0.0,4,17,0.5776986807676786
8,1.0,2.0,0.0,0.0,4,17,0.6050774189417375
8,1.2,2.0,0.0,0.0,4,17,0.6302602229177513
8,1.4,2.0,0.0,0.0,4,17,0.633361886978954
8,1.6,2.0,0.0,0.0,4,17,0.647180049233497
8,1.8,2.0,0.0,0.0,4,17,0.6410674063348171
8,2.0,2.0,0.0,0.0,4,17,0.6349086034775155
8,0.6,3.0,0.0,0.0,4,17,0.559713649267193
8,0.8,3.0,0.0,0.0,4,17,0.6153837563911821
8,1.0,3.0,0.0,0.0,4,17,0.6547534606063192
8,1.2,3.0,0.0,0.0,4,17,0.6899744811276125
8,1.4,3.0,0.0,0.0,4,17,0.6942363401080305
8,1.6,3.0,0.0,0.0,4,17,0.7130001627522816
8,1.8,3.0,0.0,0.0,4,17,0.7047456979980911
8,2.0,3.0,0.0,0.0,4,17,0.6963549298238342
8,0.6,4.0,0.0,0.0,4,17,0.5793242521487495
8,0.8,4.0,0.0,0.0,4,17,0.6517332553012614
8,1.0,4.0,0.0,0.0,4,17,0.7012659173938622
8,1.2,4.0,0.0,0.0,4,17,0.743962491324758
8,1.4,4.0,0.0,0.0,4,17,0.7490088901702329
8,1.6,4.0,0.0,0.0,4,17,0.7708882125038247
8,1.8,4.0,0.0,0.0,4,17,0.7613327148429104
8,2.0,4.0,0.0,0.0,4,17,0.751507152932089
8,0.6,5.0,0.0,0.0,4,17,0.598687660112452
8,0.8,5.0,0.0,0.0,4,17,0.6863980785519274
8,1.0,5.0,0.0,0.0,4,17,0.743962491324758
8,1.2,5.0,0.0,0.0,4,17,0.791391472673955
8,1.4,5.0,0.0,0.0,4,17,0.7968410695441766
8,1.6,5.0,0.0,0.0,4,17,0.820047105757642
8,1.8,5.0,0.0,0.0,4,17,0.8099984339846871
8,2.0,5.0,0.0,0.0,4,17,0.7995258146778352
8,0.6,6.0,0.0,0.0,4,17,0.617747874769249
8,0.8,6.0,0.0,0.0,4,17,0.7190996574163839
8,1.0,6.0,0.0,0.0,4,17,0.7824497764231125
8,1.2,6.0,0.0,0.0,4,17,0.8320183851339246
8,1.4,6.0,0.0,0.0,4,17,0.8375349374193038
8,1.6,6.0,0.0,0.0,4,17,0.8605661270383498
8,1.8,6.0,0.0,0.0,4,17,0.8506870654691563
8,2.0,6.0,0.0,0.0,4,17,0.840238003056331
8,0.6,7.0,0.0,0.0,4,17,0.6364525402815663
8,0.8,7.0,0.0,0.0,4,17,0.7496350184608361
8,1.0,7.0,0.0,0.0,4,17,0.8165780606292604
8,1.2,7.0,0.0,0.0,4,17,0.8660721116759263
8,1.4,7.0,0.0,0.0,4,17,0.8713931675855955
8,1.6,7.0,0.0,0.0,4,17,0.8931504557115193
8,1.8,7.0,0.0,0.0,4,17,0.8839110779310052
8,2.0,7.0,0.0,0.0,4,17,0.8739854847169396
8,0.6,8.0,0.0,0.0,4,17,0.6547534606063192
8,0.8,8.0,0.0,0.0,4,17,0.7778763437357722
8,1.0,8.0,0.0,0.0,4,17,0.8464034355704978
8,1.2,8.0,0.0,0.0,4,17,0.894101037764082
8,1.4,8.0,0.0,0.0,4,17,0.8990457670210917
8,1.6,8.0,0.0,0.0,4,17,0.9188382979813763
8,1.8,8.0,0.0,0.0,4,17,0.9105199406664386
8,2.0,8.0,0.0,0.0,4,17,0.9014404751852454
9,0.6,1.0,0.04666666666666667,0.17333333333333334,0,21,0.5066662716330296
9,0.8,1.0,0.11666666666666667,0.33,0,21,0.5016666604938546
9,1.0,1.0,0.16,0.5066666666666667,0,21,0.5041665702187286
9,1.2,1.0,0.17666666666666667,0.6766666666666666,0,21,0.49250056244937956
9,1.4,1.0,0.17,0.81,0,21,0.48333950343058857
9,1.6,1.0,0.17333333333333334,0.88,0,21,0.4542946124155941
9,1.8,1.0,0.14333333333333334,0.9333333333333333,0,21,0.446044245280393
9,2.0,1.0,0.11333333333333333,0.96,0,21,0.446044245280393
9,0.6,2.0,0.04666666666666667,0.17333333333333334,0,21,0.5133301737382323
9,0.8,2.0,0.11666666666666667,0.33,0,21,0.5033332839514952
9,1.0,2.0,0.16,0.5066666666666667,0,21,0.5083325618141192
9,1.2,2.0,0.17666666666666667,0.6766666666666666,0,21,0.48500449838058984
9,1.4,2.0,0.17,0.81,0,21,0.4667159617488687
9,1.6,2.0,0.17333333333333334,0.88,0,21,0.40934671729911415
9,1.8,2.0,0.14333333333333334,0.9333333333333333,0,21,0.39333064389178857
9,2.0,2.0,0.11333333333333333,0.96,0,21,0.39333064389178857
9,0.6,3.0,0.04666666666666667,0.17333333333333334,0,21,0.5199893401555818
9,0.8,3.0,0.11666666666666667,0.33,0,21,0.5049998333399996
9,1.0,3.0,0.16,0.5066666666666667,0,21,0.5124973964842103
9,1.2,3.0,0.17666666666666667,0.6766666666666666,0,21,0.47751517520819986
9,1.4,3.0,0.17,0.81,0,21,0.450166002687522
9,1.6,3.0,0.17333333333333334,0.88,0,21,0.36586440898919925
9,1.8,3.0,0.14333333333333334,0.9333333333333333,0,21,0.3429895373265012
9,2.0,3.0,0.11333333333333333,0.96,0,21,0.34298953732650117
9,0.6,4.0,0.04666666666666667,0.17333333333333334,0,21,0.526641411450484
9,0.8,4.0,0.11666666666666667,0.33,0,21,0.5066662716330296
9,1.0,4.0,0.16,0.5066666666666667,0,21,0.5166604965694114
9,1.2,4.0,0.17666666666666667,0.6766666666666666,0,21,0.47003594823542827
9,1.4,4.0,0.17,0.81,0,21,0.4337256058045608
9,1.6,4.0,0.17333333333333334,0.88,0,21,0.3244636770105458
9,1.8,4.0,0.14333333333333334,0.9333333333333333,0,21,0.29594837238283755
9,2.0,4.0,0.11333333333333333,0.96,0,21,0.2959483723828376
9,0.6,5.0,0.04666666666666667,0.17333333333333334,0,21,0.5332840382511312
9,0.8,5.0,0.11666666666666667,0.33,0,21,0.5083325618141192
9,1.0,5.0,0.16,0.5066666666666667,0,21,0.520821285372743
9,1.2,5.0,0.17666666666666667,0.6766666666666666,0,21,0.4625701546562505
9,1.4,5.0,0.17,0.81,0,21,0.4174297935376854
9,1.6,5.0,0.17333333333333334,0.88,0,21,0.2856375705089441
9,1.8,5.0,0.14333333333333334,0.9333333333333333,0,21,0.2528757327293305
9,2.0,5.0,0.11333333333333333,0.96,0,21,0.25287573272933056
9,0.6,6.0,0.04666666666666667,0.17333333333333334,0,21,0.5399148845555657
9,0.8,6.0,0.11666666666666667,0.33,0,21,0.5099986668799655
9,1.0,6.0,0.16,0.5066666666666667,0,21,0.52497918747894
9,1.2,6.0,0.17666666666666667,0.6766666666666666,0,21,0.4551211076264199
9,1.4,6.0,0.17,0.81,0,21,0.40131233988754794
9,1.6,6.0,0.17333333333333334,0.88,0,21,0.24973989440488228
9,1.8,6.0,0.14333333333333334,0.9333333333333333,0,21,0.21416501695744142
9,2.0,6.0,0.11333333333333333,0.96,0,21,0.21416501695744128
9,0.6,7.0,0.04666666666666667,0.17333333333333334,0,21,0.5465316309986
9,0.8,7.0,0.11666666666666667,0.33,0,21,0.5116645498437118
9,1.0,7.0,0.16,0.5066666666666667,0,21,0.5291336290720469
9,1.2,7.0,0.17666666666666667,0.6766666666666666,0,21,0.44769209042567476
9,1.4,7.0,0.17,0.81,0,21,0.38540550173245053
9,1.6,7.0,0.17333333333333334,0.88,0,21,0.2169833507328015
9,1.8,7.0,0.14333333333333334,0.9333333333333333,0,21,0.17995289424235808
9,2.0,7.0,0.11333333333333333,0.96,0,21,0.17995289424235805
9,0.6,8.0,0.04666666666666667,0.17333333333333334,0,21,0.5531319780689512
9,0.8,8.0,0.11666666666666667,0.33,0,21,0.5133301737382323
9,1.0,8.0,0.16,0.5066666666666667,0,21,0.5332840382511312
9,1.2,8.0,0.17666666666666667,0.6766666666666666,0,21,0.44028635073280703
9,1.4,8.0,0.17,0.81,0,21,0.36973977708224876
9,1.6,8.0,0.17333333333333334,0.88,0,21,0.18744979299574122
9,1.8,8.0,0.14333333333333334,0.9333333333333333,0,21,0.1501617062898473
9,2.0,8.0,0.11333333333333333,0.96,0,21,0.1501617062898473
10,0.6,1.0,0.0,0.0,0,21,0.4891683615644527
10,0.8,1.0,0.0,0.0,0,21,0.4841719569829438
10,1.0,1.0,0.0,0.0,0,21,0.4841719569829438
10,1.2,1.0,0.0,0.0,0,21,0.46588641397664204
10,1.4,1.0,0.0,0.0,0,21,0.46422788888592115
10,1.6,1.0,0.0,0.0,0,21,0.4534683690013999
10,1.8,1.0,0.0,0.0,0,21,0.44522076489278517
10,2.0,1.0,0.0,0.0,0,21,0.44686802193104874
10,0.6,2.0,0.0,0.0,0,21,0.4783468848830998
10,0.8,2.0,0.0,0.0,0,21,0.4683756050182314
10,1.0,2.0,0.0,0.0,0,21,0.4683756050182314
10,1.2,2.0,0.0,0.0,0,21,0.4320889502907679
10,1.4,2.0,0.0,0.0,0,21,0.4288201173917265
10,1.6,2.0,0.0,0.0,0,21,0.4077358169392086
10,1.8,2.0,0.0,0.0,0,21,0.39174096925348556
10,2.0,2.0,0.0,0.0,0,21,0.39492258105826256
10,0.6,3.0,0.0,0.0,0,21,0.4675456936126812
10,0.8,3.0,0.0,0.0,0,21,0.4526423818569107
10,1.0,3.0,0.0,0.0,0,21,0.45264238185691075
10,1.2,3.0,0.0,0.0,0,21,0.39891212115163033
10,1.4,3.0,0.0,0.0,0,21,0.3941263315682395
10,1.6,3.0,0.0,0.0,0,21,0.3635474597184337
10,1.8,3.0,0.0,0.0,0,21,0.3407396115486146
10,2.0,3.0,0.0,0.0,0,21,0.34524653939368083
10,0.6,4.0,0.0,0.0,0,21,0.45677483551814224
10,0.8,4.0,0.0,0.0,0,21,0.43700322293759947
10,1.0,4.0,0.0,0.0,0,21,0.4370032229375996
10,1.2,4.0,0.0,0.0,0,21,0.3666381130210461
10,1.4,4.0,0.0,0.0,0,21,0.3604680318927677
10,1.6,4.0,0.0,0.0,0,21,0.3215480508579819
10,1.8,4.0,0.0,0.0,0,21,0.29317777890643243
10,2.0,4.0,0.0,0.0,0,21,0.29873408260613776
10,0.6,5.0,0.0,0.0,0,21,0.44604424528039294
10,0.8,5.0,0.0,0.0,0,21,0.4214883208314183
10,1.0,5.0,0.0,0.0,0,21,0.42148832083141835
10,1.2,5.0,0.0,0.0,0,21,0.3355177436521295
10,1.4,5.0,0.0,0.0,0,21,0.3281274275453745
10,1.6,5.0,0.0,0.0,0,21,0.28224894304225995
10,1.8,5.0,0.0,0.0,0,21,0.24973989440488245
10,2.0,5.0,0.0,0.0,0,21,0.2560375086752421
10,0.6,6.0,0.0,0.0,0,21,0.4353637081969708
10,0.8,6.0,0.0,0.0,0,21,0.40612689706585725
10,1.0,6.0,0.0,0.0,0,21,0.4061268970658573
10,1.2,6.0,0.0,0.0,0,21,0.3057636598919696
10,1.4,6.0,0.0,0.0,0,21,0.29733934565526865
10,1.6,6.0,0.0,0.0,0,21,0.2460112835510521
10,1.8,6.0,0.0,0.0,0,21,0.2108182934777471
10,2.0,6.0,0.0,0.0,0,21,0.2175502235768876
10,0.6,7.0,0.0,0.0,0,21,0.4247428250543576
10,0.8,7.0,0.0,0.0,0,21,0.3909469898992298
10,1.0,7.0,0.0,0.0,0,21,0.3909469898992298
10,1.2,7.0,0.0,0.0,0,21,0.277546079856467
10,1.4,7.0,0.0,0.0,0,21,0.2682865532418791
10,1.6,7.0,0.0,0.0,0,21,0.21304516597248946
10,1.8,7.0,0.0,0.0,0,21,0.1765352747791167
10,2.0,7.0,0.0,0.0,0,21,0.18342193937073953
10,0.6,8.0,0.0,0.0,0,21,0.4141909784350152
10,0.8,8.0,0.0,0.0,0,21,0.37597526117307534
10,1.0,8.0,0.0,0.0,0,21,0.37597526117307545
10,1.2,8.0,0.0,0.0,0,21,0.2509911098297672
10,1.4,8.0,0.0,0.0,0,21,0.24109845656353188
10,1.6,8.0,0.0,0.0,0,21,0.1834219393707395
10,1.8,8.0,0.0,0.0,0,21,0.1467903398013824
10,2.0,8.0,0.0,0.0,0,21,0.15359656442950223
11,0.6,1.0,0.0033333333333333335,0.10333333333333333,0,21,0.4941669313127521
11,0.8,1.0,0.016666666666666666,0.23333333333333334,0,21,0.5016666604938546
11,1.0,1.0,0.023333333333333334,0.42333333333333334,0,21,0.5233164098038501
11,1.2,1.0,0.02666666666666667,0.5833333333333334,0,21,0.54487889237358
11,1.4,1.0,0.02666666666666667,0.7533333333333333,0,21,0.5547792351072147
11,1.6,1.0,0.02666666666666667,0.8666666666666667,0,21,0.5662743941954391
11,1.8,1.0,0.02,0.93,0,21,0.5662743941954391
11,2.0,1.0,0.01,0.9533333333333334,0,21,0.5679110497092322
11,0.6,2.0,0.0033333333333333335,0.10333333333333333,0,21,0.4883354501562881
11,0.8,2.0,0.016666666666666666,0.23333333333333334,0,21,0.5033332839514951
11,1.0,2.0,0.023333333333333334,0.42333333333333334,0,21,0.5465316309986
11,1.2,2.0,0.02666666666666667,0.5833333333333334,0,21,0.5890404340586651
11,1.4,2.0,0.02666666666666667,0.7533333333333333,0,21,0.6082590307465143
11,1.6,2.0,0.02666666666666667,0.8666666666666667,0,21,0.6302602229177513
11,1.8,2.0,0.02,0.93,0,21,0.6302602229177513
11,2.0,2.0,0.01,0.9533333333333334,0,21,0.6333618869789539
11,0.6,3.0,0.0033333333333333335,0.10333333333333333,0,21,0.4825071423336103
11,0.8,3.0,0.016666666666666666,0.23333333333333334,0,21,0.5049998333399996
11,1.0,3.0,0.023333333333333334,0.42333333333333334,0,21,0.5695462239392289
11,1.2,3.0,0.02666666666666667,0.5833333333333334,0,21,0.6318124177361016
11,1.4,3.0,0.02666666666666667,0.7533333333333333,0,21,0.6592603884513853
11,1.6,3.0,0.02666666666666667,0.8666666666666667,0,21,0.6899744811276124
11,1.8,3.0,0.02,0.93,0,21,0.6899744811276124
11,2.0,3.0,0.01,0.9533333333333334,0,21,0.6942363401080305
11,0.6,4.0,0.0033333333333333335,0.10333333333333333,0,21,0.47668359019615
11,0.8,4.0,0.016666666666666666,0.23333333333333334,0,21,0.5066662716330295
11,1.0,4.0,0.023333333333333334,0.42333333333333334,0,21,0.5922641830607914
11,1.2,4.0,0.02666666666666667,0.5833333333333334,0,21,0.6726070170677604
11,1.4,4.0,0.02666666666666667,0.7533333333333333,0,21,0.7068222210935676
11,1.6,4.0,0.02666666666666667,0.8666666666666667,0,21,0.743962491324758
11,1.8,4.0,0.02,0.93,0,21,0.743962491324758
11,2.0,4.0,0.01,0.9533333333333334,0,21,0.7490088901702329
11,0.6,5.0,0.0033333333333333335,0.10333333333333333,0,21,0.47086637092795314
11,0.8,5.0,0.016666666666666666,0.23333333333333334,0,21,0.5083325618141192
11,1.0,5.0,0.023333333333333334,0.42333333333333334,0,21,0.6145944982675494
11,1.2,5.0,0.02666666666666667,0.5833333333333334,0,21,0.710949502625004
11,1.4,5.0,0.02666666666666667,0.7533333333333333,0,21,0.7502601055951176
11,1.6,5.0,0.02666666666666667,0.8666666666666667,0,21,0.7913914726739552
11,1.8,5.0,0.02,0.93,0,21,0.7913914726739552
11,2.0,5.0,0.01,0.9533333333333334,0,21,0.7968410695441767
